     Refresh     ,Last Update : 2024-08-31 23:39:24,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
Time Series (Company),,,,,,,,,,,,,,,
Frequency,D,Ascending,0,,,,,,,,,,,,
Period(From),20160303,Korean,0,,,,,,,,,,,,
Period(To),20240830,,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Code,A069500,A232080,A143850,A195930,A238720,A192090,A148070,A136340,A182490,A132030,A130680,A114800,A138230,A139660,A130730
Name,KODEX 200,TIGER 코스닥150,TIGER 미국S&P500선물(H),TIGER 유로스탁스50(합성 H),ACE 일본Nikkei225(H),TIGER 차이나CSI300,KOSEF 국고채10년,RISE 중기우량회사채,TIGER 단기선진하이일드(합성 H),KODEX 골드선물(H),TIGER 원유선물Enhanced(H),KODEX 인버스,KOSEF 미국달러선물,KOSEF 미국달러선물인버스,KOSEF 단기자금
Item Code,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100
Unit,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares
Base Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
D A T E,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가
2020-09-29,"31,085","13,255","39,140","10,865","15,545","10,635","127,360","105,000","11,565","12,995","1,970","5,485","12,460","10,285","101,780"
2020-10-05,"31,425","13,380","39,190","10,820","15,220","10,690","126,920","104,920","11,610","13,070","1,895","5,415","12,390","10,340","101,775"
2020-10-06,"31,495","13,355","39,610","10,840","15,375","10,725","126,485","104,870","11,545","13,190","1,950","5,400","12,365","10,360","101,770"
2020-10-07,"31,800","13,450","39,280","10,835","15,380","10,660","126,345","104,885","11,700","13,040","1,965","5,350","12,340","10,385","101,785"
2020-10-08,"31,810","13,430","39,965","10,865","15,515","10,790","126,200","104,900","11,670","13,035","1,965","5,340","12,285","10,430","101,800"
2020-10-12,"31,940","13,490","40,610","11,025","15,525","11,005","126,160","104,840","11,700","13,320","1,960","5,330","12,220","10,470","101,800"
2020-10-13,"31,965","13,365","41,140","11,080","15,500","11,045","126,315","104,910","11,715","13,245","1,960","5,325","12,215","10,480","101,795"
2020-10-14,"31,650","13,155","40,920","11,040","15,520","11,010","126,550","104,980","11,700","13,085","1,945","5,380","12,210","10,475","101,810"
2020-10-15,"31,415","12,870","40,425","10,950","15,445","11,005","126,970","105,000","11,720","13,110","1,975","5,415","12,170","10,525","101,825"
2020-10-16,"31,230","12,750","40,520","10,805","15,420","10,965","126,915","104,975","11,670","13,135","1,955","5,450","12,205","10,485","101,825"
2020-10-19,"31,300","12,605","40,635","10,935","15,465","10,970","127,330","105,000","11,665","13,190","1,965","5,435","12,155","10,525","101,820"
2020-10-20,"31,520","12,680","40,080","10,820","15,510","10,980","127,175","105,000","11,660","13,120","1,965","5,390","12,130","10,555","101,825"
2020-10-21,"31,620","12,805","40,285","10,855","15,570","10,945","126,575","104,945","11,645","13,230","1,975","5,380","12,050","10,615","101,830"
2020-10-22,"31,405","12,430","39,815","10,660","15,460","10,935","126,735","104,940","11,645","13,205","1,930","5,415","12,060","10,605","101,835"
2020-10-23,"31,520","12,345","40,080","10,665","15,415","10,845","126,865","105,015","11,635","13,125","1,940","5,400","12,065","10,605","101,840"
2020-10-26,"31,460","11,920","39,940","10,675","15,485","10,680","126,995","105,045","11,680","13,080","1,885","5,410","12,005","10,645","101,835"
2020-10-27,"31,190","12,050","39,705","10,495","15,460","10,695","126,815","105,050","11,675","13,170","1,885","5,455","11,980","10,685","101,840"
2020-10-28,"31,355","12,420","39,255","10,265","15,270","10,810","126,780","105,040","11,620","13,165","1,885","5,420","12,040","10,640","101,835"
2020-10-29,"30,980","12,635","38,570","10,095","15,370","10,885","126,575","105,060","11,560","12,975","1,845","5,480","12,045","10,630","101,845"
2020-10-30,"30,140","12,165","37,705","9,925","15,135","10,685","126,345","105,040","11,550","12,870","1,765","5,630","12,065","10,600","101,845"
2020-11-02,"30,600","12,355","38,085","9,960","15,230","10,855","125,740","104,950","11,620","12,975","1,745","5,545","12,070","10,605","101,850"
2020-11-03,"31,210","12,610","38,655","10,275","15,230","10,875","125,730","104,945","11,635","13,035","1,835","5,435","12,075","10,600","101,850"
2020-11-04,"31,405","12,860","39,430","10,425","15,555","10,945","126,100","104,995","11,645","13,100","1,900","5,400","12,110","10,655","101,865"
2020-11-05,"32,095","13,070","40,285","10,675","15,755","11,270","126,510","105,070","11,750","13,150","1,890","5,280","12,015","10,655","101,860"
2020-11-06,"32,175","12,845","40,510","10,740","15,900","11,060","126,205","105,000","11,750","13,350","1,865","5,260","11,930","10,720","101,860"
2020-11-09,"32,580","13,015","41,385","10,935","16,265","11,420","126,100","105,020","11,750","13,495","1,895","5,200","11,850","10,790","101,860"
2020-11-10,"32,575","12,760","41,000","11,385","16,270","11,190","125,500","104,990","11,880","12,945","1,925","5,200","11,870","10,780","101,875"
2020-11-11,"33,100","12,835","41,350","11,515","16,590","11,070","125,195","104,995","11,900","12,935","1,990","5,115","11,815","10,820","101,875"
2020-11-12,"32,940","12,800","41,250","11,575","16,710","11,025","125,300","105,060","11,880","12,840","1,970","5,135","11,865","10,780","101,865"
2020-11-13,"33,285","12,830","41,180","11,515","16,620","10,830","125,500","105,025","11,835","12,920","1,955","5,080","11,875","10,770","101,870"
2020-11-16,"33,995","12,970","42,090","11,590","16,940","11,005","125,515","105,100","11,865","12,985","1,955","4,970","11,795","10,840","101,875"
2020-11-17,"33,985","12,815","41,985","11,650","17,085","10,930","125,550","105,140","11,850","12,965","1,980","4,975","11,775","10,855","101,885"
2020-11-18,"33,950","13,000","41,755","11,615","16,755","11,040","125,820","105,185","11,895","12,905","1,965","4,980","11,750","10,880","101,875"
2020-11-19,"33,995","13,190","41,515","11,595","16,685","11,150","125,800","105,215","11,910","12,795","1,970","4,975","11,870","10,780","101,885"
2020-11-20,"34,030","13,345","41,435","11,595","16,725","11,220","125,780","105,175","11,925","12,835","1,970","4,970","11,855","10,790","101,875"
2020-11-23,"34,810","13,390","41,490","11,700","16,765","11,385","126,055","105,265","11,885","12,885","1,995","4,850","11,815","10,825","101,880"
2020-11-24,"35,000","13,250","41,920","11,695","17,105","11,255","125,810","105,210","11,920","12,550","2,015","4,825","11,830","10,810","101,870"
2020-11-25,"34,795","13,245","42,320","11,800","17,280","11,120","125,560","105,245","11,965","12,410","2,065","4,865","11,800","10,840","101,865"
2020-11-26,"35,140","13,475","42,335","11,790","17,390","11,115","125,320","105,225","11,940","12,445","2,090","4,810","11,750","10,870","101,865"
2020-11-27,"35,220","13,665","42,250","11,800","17,430","11,180","125,400","105,260","11,910","12,435","2,060","4,795","11,740","10,880","101,865"
2020-11-30,"34,685","13,630","42,005","11,985","17,300","11,195","125,275","105,280","11,895","12,185","2,050","4,875","11,775","10,860","101,865"
2020-12-01,"35,235","13,755","42,535","11,805","17,580","11,455","125,400","105,315","11,935","12,270","2,055","4,795","11,770","10,860","101,865"
2020-12-02,"35,850","13,935","42,520","11,815","17,600","11,495","125,120","105,325","11,990","12,450","2,030","4,710","11,710","10,920","101,865"
2020-12-03,"36,105","14,155","42,670","11,875","17,605","11,275","125,100","105,340","11,965","12,615","2,060","4,675","11,665","10,955","101,870"
2020-12-04,"36,750","14,435","42,730","11,810","17,565","11,265","125,300","105,345","11,975","12,650","2,085","4,595","11,510","11,095","101,875"
2020-12-07,"36,950","14,945","42,895","11,880","17,440","11,225","125,400","105,370","11,985","12,645","2,085","4,570","11,515","11,095","101,880"
2020-12-08,"36,360","14,380","42,830","11,875","17,235","11,210","125,535","104,990","12,000","12,830","2,060","4,645","11,545","11,070","101,880"
2020-12-09,"37,200","14,485","43,185","11,885","17,545","11,165","125,300","105,010","12,045","12,800","2,060","4,540","11,535","11,085","101,885"
2020-12-10,"36,905","14,675","42,715","11,840","17,535","11,005","125,400","105,030","12,055","12,625","2,070","4,575","11,570","11,050","101,900"
2020-12-11,"37,225","14,790","42,625","11,800","17,480","10,915","125,385","105,020","11,955","12,600","2,125","4,530","11,595","11,025","101,895"
2020-12-14,"37,080","14,825","42,785","11,800","17,545","11,090","125,335","105,000","12,035","12,590","2,130","4,550","11,610","11,010","101,890"
2020-12-15,"37,080","14,825","42,505","11,750","17,440","11,080","125,290","105,020","12,000","12,635","2,120","4,550","11,615","10,995","101,890"
2020-12-16,"37,235","14,965","42,960","11,885","17,575","11,150","125,140","104,965","11,995","12,755","2,150","4,530","11,635","10,985","101,890"
2020-12-17,"37,200","15,035","43,200","11,940","17,485","11,270","124,605","104,960","12,020","12,855","2,195","4,535","11,630","10,990","101,910"
2020-12-18,"37,150","15,075","43,220","11,940","17,525","11,290","124,920","104,945","12,050","12,930","2,185","4,540","11,690","10,930","101,910"
2020-12-21,"37,195","15,320","43,220","11,765","17,495","11,400","125,255","105,030","12,070","13,100","2,170","4,540","11,725","10,900","101,895"
2020-12-22,"36,590","14,865","42,790","11,575","17,380","11,215","125,440","105,105","12,025","12,900","2,115","4,615","11,760","10,850","101,910"
2020-12-23,"37,110","14,750","42,850","11,825","17,430","11,320","125,560","105,150","12,000","12,810","2,095","4,545","11,775","10,850","101,915"
2020-12-24,"37,850","14,915","43,035","11,910","17,500","11,285","125,200","105,095","12,045","12,895","2,185","4,450","11,705","10,905","101,910"
2020-12-28,"38,040","15,070","43,350","12,035","17,575","11,410","125,180","105,065","12,030","12,955","2,165","4,435","11,650","10,965","101,905"
2020-12-29,"38,685","15,520","43,655","12,070","17,995","11,160","122,775","105,070","12,055","12,905","2,170","4,365","11,495","10,995","100,815"
2020-12-30,"39,500","15,525","43,510","12,170","18,005","11,210","122,490","105,050","12,100","12,925","2,180","4,255","11,440","11,050","100,820"
2021-01-04,"40,540","15,465","43,695","12,100","17,840","11,610","122,580","105,135","12,115","13,225","2,225","4,145","11,395","11,100","100,835"
2021-01-05,"41,150","15,480","43,080","12,000","17,695","11,830","122,890","105,220","12,125","13,325","2,145","4,090","11,445","11,035","100,845"
2021-01-06,"40,750","15,365","43,155","12,000","17,715","11,940","122,470","105,200","12,135","13,350","2,255","4,125","11,435","11,045","100,850"
2021-01-07,"41,700","15,455","43,855","12,225","17,930","12,050","122,410","105,180","12,135","13,175","2,295","4,030","11,450","11,035","100,855"
2021-01-08,"43,545","15,535","44,455","12,325","18,390","12,120","122,330","105,195","12,145","13,090","2,310","3,850","11,480","11,010","100,860"
2021-01-11,"43,655","15,540","44,240","12,270","18,425","12,100","122,785","105,265","12,140","12,630","2,330","3,840","11,560","10,915","100,870"
2021-01-12,"43,315","15,480","44,250","12,215","18,485","12,535","122,600","105,240","12,065","12,725","2,365","3,870","11,585","10,910","100,875"
2021-01-13,"43,560","15,505","44,295","12,165","18,700","12,530","122,580","105,275","12,105","12,745","2,425","3,850","11,535","10,935","100,870"
2021-01-14,"43,505","15,335","44,430","12,155","18,830","12,295","122,470","105,280","12,115","12,600","2,390","3,850","11,565","10,905","100,875"
2021-01-15,"42,550","15,010","43,960","12,205","18,745","12,215","122,600","105,245","12,180","12,660","2,400","3,940","11,580","10,910","100,875"
2021-01-18,"41,560","14,555","43,805","12,090","18,430","12,525","122,785","105,335","12,165","12,580","2,355","4,025","11,625","10,855","100,880"
2021-01-19,"42,655","14,805","44,150","12,190","18,800","12,135","122,725","105,330","12,170","12,575","2,355","3,920","11,600","10,875","100,880"
2021-01-20,"42,900","15,185","44,255","12,105","18,700","12,275","122,900","105,355","12,190","12,680","2,410","3,895","11,595","10,900","100,875"
2021-01-21,"43,530","15,165","44,930","12,220","18,840","12,480","122,910","105,395","12,190","12,830","2,400","3,840","11,570","10,915","100,880"
2021-01-22,"43,225","15,120","44,690","12,175","18,705","12,535","122,425","105,340","12,230","12,725","2,360","3,865","11,620","10,870","100,885"
2021-01-25,"44,260","15,600","44,875","12,180","18,940","12,670","122,295","105,315","12,225","12,670","2,355","3,770","11,595","10,890","100,875"
2021-01-26,"43,055","15,485","44,595","11,985","18,760","12,430","122,395","105,325","12,210","12,690","2,365","3,880","11,655","10,840","100,875"
2021-01-27,"42,910","15,250","44,735","12,090","18,760","12,370","122,375","105,380","12,200","12,655","2,385","3,895","11,630","10,860","100,885"
2021-01-28,"42,070","14,975","43,460","11,875","18,530","12,180","122,380","105,435","12,155","12,565","2,365","3,970","11,790","10,710","100,885"
2021-01-29,"41,125","14,475","43,545","11,955","18,150","11,900","122,435","105,485","12,105","12,620","2,350","4,070","11,780","10,700","100,885"
2021-02-01,"42,150","15,075","43,350","11,720","18,445","12,335","122,065","105,435","12,145","12,755","2,365","3,965","11,740","10,745","100,890"
2021-02-02,"42,775","15,095","44,130","11,875","18,615","12,460","122,535","105,500","12,160","12,690","2,440","3,900","11,750","10,725","100,895"
2021-02-03,"43,130","15,160","44,725","12,120","18,785","12,470","122,485","105,520","12,235","12,565","2,470","3,865","11,745","10,755","100,905"
2021-02-04,"42,410","14,985","44,540","12,090","18,620","12,380","122,300","105,530","12,215","12,455","2,525","3,935","11,785","10,720","100,920"
2021-02-05,"42,950","15,035","45,205","12,235","18,790","12,500","122,260","105,525","12,265","12,285","2,550","3,885","11,835","10,665","100,920"
2021-02-08,"42,530","14,900","45,455","12,325","19,230","12,660","121,965","105,465","12,200","12,390","2,585","3,920","11,795","10,710","100,920"
2021-02-09,"42,385","14,800","45,575","12,355","19,320","12,910","122,135","105,525","12,225","12,560","2,640","3,940","11,745","10,735","100,930"
2021-02-10,"42,680","14,865","45,685","12,345","19,400","13,110","121,935","105,515","12,225","12,585","2,630","3,905","11,665","10,820","100,930"
2021-02-15,"43,305","15,090","46,005","12,490","19,750","13,190","121,625","105,515","12,240","12,430","2,735","3,845","11,600","10,880","100,930"
2021-02-16,"43,495","14,830","46,090","12,590","19,950","13,245","121,800","105,545","12,225","12,440","2,710","3,830","11,570","10,890","100,935"
2021-02-17,"43,025","14,730","45,805","12,485","19,880","13,310","121,775","105,530","12,245","12,215","2,710","3,875","11,660","10,805","100,935"
2021-02-18,"42,410","14,550","45,700","12,465","19,865","12,990","121,850","105,550","12,255","12,170","2,780","3,935","11,660","10,810","100,945"
2021-02-19,"42,780","14,590","45,525","12,405","19,715","13,100","121,630","105,530","12,240","12,095","2,695","3,900","11,650","10,830","100,950"
2021-02-22,"42,330","14,300","45,315","12,405","19,695","12,690","121,200","105,450","12,250","12,240","2,705","3,945","11,695","10,790","100,950"
2021-02-23,"42,285","13,955","45,335","12,380","19,750","12,580","121,315","105,455","12,215","12,360","2,820","3,945","11,690","10,785","100,950"
2021-02-24,"41,385","13,560","44,955","12,350","19,325","12,260","121,850","105,480","12,225","12,340","2,760","4,030","11,715","10,770","100,955"
2021-02-25,"42,890","14,165","45,805","12,515","19,760","12,400","121,525","105,555","12,245","12,260","2,855","3,880","11,670","10,805","100,960"
2021-02-26,"41,705","13,720","44,575","12,250","19,000","12,200","120,670","105,450","12,205","12,025","2,830","3,995","11,840","10,660","100,960"
2021-03-02,"42,170","14,050","45,360","12,450","19,260","12,170","120,760","105,450","12,230","11,720","2,715","3,940","11,845","10,655","100,965"
2021-03-03,"42,640","14,160","45,265","12,500","19,340","12,335","120,820","105,520","12,200","11,800","2,705","3,895","11,810","10,685","100,960"
2021-03-04,"42,095","14,065","44,330","12,400","18,905","12,085","120,650","105,500","12,215","11,700","2,775","3,950","11,835","10,640","100,970"
2021-03-05,"41,870","14,065","43,870","12,425","18,905","12,075","120,630","105,420","12,225","11,565","2,905","3,970","11,845","10,635","100,975"
2021-03-08,"41,475","13,750","44,660","12,380","18,830","11,695","120,400","105,255","12,220","11,620","3,030","4,005","11,935","10,565","100,975"
2021-03-09,"41,215","13,625","44,810","12,675","18,870","11,600","120,170","104,985","12,185","11,515","2,930","4,030","11,995","10,495","100,965"
2021-03-10,"40,980","13,615","45,005","12,750","18,990","11,600","120,200","105,105","12,250","11,645","2,860","4,050","12,040","10,480","100,955"
2021-03-11,"41,815","13,900","45,615","12,935","19,135","11,665","120,420","105,155","12,240","11,810","2,945","3,960","11,975","10,545","100,965"
2021-03-12,"42,185","14,140","45,890","13,025","19,330","11,770","119,660","105,040","12,230","11,675","2,970","3,925","11,940","10,565","100,965"
2021-03-15,"41,980","14,060","45,890","12,885","19,500","11,515","119,360","104,960","12,230","11,730","2,990","3,950","11,975","10,545","100,970"
2021-03-16,"42,330","14,405","46,245","12,930","19,640","11,600","119,955","105,120","12,235","11,825","2,935","3,915","11,905","10,605","100,965"
2021-03-17,"41,995","14,415","46,195","12,890","19,540","11,680","119,580","105,085","12,275","11,840","2,960","3,945","11,910","10,600","100,975"
2021-03-18,"42,300","14,445","46,345","13,010","19,655","11,700","119,270","105,145","12,220","11,920","2,915","3,915","11,845","10,660","100,975"
2021-03-19,"41,855","14,435","45,595","12,905","19,520","11,460","119,780","105,070","12,220","11,885","2,705","3,960","11,915","10,595","100,975"
2021-03-22,"41,925","14,470","45,565","12,875","19,100","11,540","120,245","105,160","12,220","11,815","2,770","3,950","11,895","10,615","100,975"
2021-03-23,"41,530","14,425","45,810","12,780","18,985","11,345","120,475","105,145","12,195","11,840","2,755","3,995","11,900","10,605","100,975"
2021-03-24,"41,340","14,570","45,535","12,725","18,565","11,280","120,895","105,205","12,260","11,795","2,640","4,010","11,940","10,565","100,975"
2021-03-25,"41,520","14,540","45,415","12,895","18,845","11,240","121,195","105,200","12,255","11,820","2,715","3,990","11,950","10,550","100,985"
2021-03-26,"41,905","14,525","45,780","12,965","19,120","11,500","120,725","105,225","12,250","11,775","2,690","3,950","11,905","10,605","100,990"
2021-03-29,"41,830","14,460","46,025","13,050","19,210","11,480","120,990","105,235","12,325","11,760","2,705","3,965","11,930","10,580","100,990"
2021-03-30,"42,300","14,485","46,225","13,165","19,270","11,555","120,175","105,175","12,315","11,625","2,785","3,910","11,940","10,560","100,985"
2021-03-31,"42,185","14,380","46,065","13,255","19,215","11,460","120,200","105,245","12,330","11,480","2,760","3,925","11,935","10,575","101,020"
2021-04-01,"42,570","14,515","46,375","13,290","19,390","11,565","120,535","105,250","12,300","11,660","2,720","3,890","11,930","10,580","101,025"
2021-04-02,"43,045","14,520","46,930","13,360","19,550","11,680","120,320","105,275","12,370","11,700","2,735","3,845","11,880","10,620","101,030"
2021-04-05,"43,130","14,430","46,970","13,500","19,720","11,665","119,985","105,170","12,365","11,745","2,745","3,835","11,885","10,620","101,010"
2021-04-06,"43,190","14,350","47,395","13,425","19,590","11,565","120,145","105,255","12,300","11,815","2,700","3,830","11,800","10,695","101,010"
2021-04-07,"43,295","14,360","47,445","13,410","19,530","11,495","120,230","105,195","12,385","11,840","2,695","3,820","11,765","10,720","101,025"
2021-04-08,"43,255","14,560","47,720","13,370","19,545","11,540","120,700","105,335","12,390","11,865","2,690","3,825","11,775","10,715","101,035"
2021-04-09,"43,050","14,625","47,750","13,455","19,610","11,320","120,565","105,290","12,400","11,900","2,700","3,845","11,820","10,680","101,035"
2021-04-12,"43,050","14,770","47,955","13,430","19,415","11,215","120,935","105,395","12,405","11,845","2,675","3,845","11,855","10,645","101,040"
2021-04-13,"43,540","15,060","48,065","13,335","19,585","11,200","120,590","105,415","12,395","11,745","2,720","3,800","11,870","10,635","101,035"
2021-04-14,"43,840","15,060","48,250","13,465","19,495","11,225","120,940","105,450","12,330","11,880","2,765","3,780","11,760","10,720","101,040"
2021-04-15,"43,880","15,030","48,165","13,420","19,355","11,135","120,730","105,405","12,405","11,865","2,860","3,770","11,765","10,710","101,045"
2021-04-16,"43,855","15,165","48,480","13,475","19,500","11,220","120,705","105,335","12,405","12,005","2,885","3,775","11,760","10,720","101,050"
2021-04-19,"43,850","15,330","48,640","13,625","19,460","11,495","121,170","105,450","12,430","12,120","2,855","3,775","11,775","10,705","101,055"
2021-04-20,"44,125","15,275","48,580","13,585","19,180","11,480","120,840","105,385","12,405","12,045","2,905","3,750","11,720","10,755","101,060"
2021-04-21,"43,335","15,060","48,140","13,315","18,700","11,570","120,880","105,440","12,395","12,160","2,820","3,820","11,770","10,695","101,065"
2021-04-22,"43,400","15,115","48,590","13,495","19,095","11,535","121,030","105,505","12,325","12,195","2,765","3,810","11,760","10,710","101,070"
2021-04-23,"43,425","15,085","48,175","13,550","18,935","11,635","120,495","105,460","12,405","12,150","2,795","3,810","11,760","10,705","101,070"
2021-04-26,"43,820","15,120","48,700","13,515","19,140","11,550","120,080","105,455","12,415","12,105","2,790","3,775","11,725","10,745","101,065"
2021-04-27,"43,870","14,950","48,835","13,600","19,080","11,500","120,220","105,470","12,420","12,125","2,830","3,765","11,695","10,775","101,070"
2021-04-28,"43,405","14,505","48,800","13,550","19,005","11,585","120,070","105,505","12,395","12,040","2,855","3,810","11,710","10,750","101,070"
2021-04-29,"42,590","14,260","48,985","13,625","19,135","11,610","119,910","105,455","12,345","12,120","2,900","3,825","11,660","10,790","101,100"
2021-04-30,"42,295","14,215","48,900","13,480","18,980","11,590","119,695","105,450","12,445","12,055","2,920","3,855","11,720","10,755","101,110"
2021-05-03,"42,025","13,805","48,835","13,435","18,790","11,520","119,630","105,370","12,445","12,105","2,860","3,875","11,830","10,640","101,090"
2021-05-04,"42,380","13,915","48,760","13,455","18,820","11,535","119,670","105,435","12,425","12,150","2,915","3,845","11,820","10,655","101,100"
2021-05-06,"42,630","13,875","48,560","13,560","19,250","11,560","119,850","105,505","12,425","12,205","2,970","3,825","11,855","10,625","101,090"
2021-05-07,"42,905","14,080","48,970","13,615","19,285","11,450","119,775","105,500","12,415","12,380","2,950","3,790","11,810","10,665","101,100"
2021-05-10,"43,625","14,355","49,365","13,680","19,360","11,390","119,605","105,525","12,445","12,505","2,970","3,730","11,735","10,735","101,110"
2021-05-11,"42,860","14,030","48,575","13,515","18,805","11,500","119,640","105,525","12,435","12,485","2,925","3,800","11,785","10,680","101,115"
2021-05-12,"42,150","13,830","48,210","13,345","18,535","11,565","119,760","105,525","12,435","12,480","2,965","3,855","11,845","10,635","101,105"
2021-05-13,"41,665","13,630","47,445","13,275","18,085","11,415","119,475","105,465","12,385","12,390","2,950","3,900","11,895","10,590","101,120"
2021-05-14,"42,055","13,940","48,110","13,505","18,305","11,770","119,475","105,515","12,355","12,470","2,890","3,865","11,880","10,595","101,120"
2021-05-17,"41,875","13,945","48,565","13,720","18,210","11,995","119,840","105,615","12,430","12,620","2,950","3,880","11,955","10,535","101,125"
2021-05-18,"42,370","14,110","48,720","13,765","18,640","11,960","119,770","105,650","12,425","12,735","3,005","3,830","11,905","10,580","101,130"
2021-05-20,"42,235","14,140","47,935","13,515","18,400","12,050","119,720","105,560","12,395","12,765","2,890","3,845","11,925","10,560","101,130"
2021-05-21,"42,215","14,060","48,580","13,660","18,520","11,870","119,830","105,640","12,420","12,760","2,825","3,845","11,870","10,610","101,135"
2021-05-24,"42,095","13,810","48,590","13,770","18,635","11,880","119,855","105,525","12,380","12,815","2,905","3,855","11,870","10,600","101,145"
2021-05-25,"42,495","14,025","49,120","13,810","18,660","12,255","119,770","105,555","12,440","12,790","2,990","3,820","11,820","10,650","101,140"
2021-05-26,"42,410","14,050","48,925","13,760","18,740","12,270","119,790","105,505","12,435","12,955","2,990","3,825","11,765","10,700","101,135"
2021-05-27,"42,335","14,190","48,825","13,745","18,705","12,330","119,860","105,545","12,455","12,930","2,980","3,830","11,775","10,695","101,140"
2021-05-28,"42,595","14,155","49,075","13,825","19,050","12,250","119,800","105,425","12,400","12,870","3,020","3,800","11,750","10,720","101,125"
2021-05-31,"42,760","14,215","49,050","13,880","18,995","12,295","119,260","105,355","12,450","12,980","3,025","3,790","11,700","10,760","101,155"
2021-06-01,"43,005","14,225","48,990","13,815","18,870","12,210","119,330","105,390","12,420","13,025","3,065","3,765","11,650","10,790","101,150"
2021-06-02,"42,970","14,035","48,920","13,910","19,000","12,140","119,110","105,380","12,415","12,910","3,065","3,770","11,730","10,735","101,155"
2021-06-03,"43,370","14,200","49,050","13,940","19,120","12,140","119,240","105,415","12,435","12,910","3,120","3,730","11,730","10,730","101,130"
2021-06-04,"43,205","14,040","48,820","13,915","18,945","12,125","119,440","105,310","12,450","12,725","3,115","3,750","11,745","10,705","101,130"
2021-06-07,"43,360","14,040","49,215","13,980","19,000","12,060","119,655","105,360","12,480","12,810","3,125","3,735","11,725","10,735","101,140"
2021-06-08,"43,275","14,100","49,280","13,980","18,930","12,030","119,950","105,365","12,485","12,895","3,115","3,740","11,735","10,725","101,140"
2021-06-09,"42,785","13,890","49,255","13,995","18,835","12,035","120,075","105,480","12,495","12,865","3,185","3,785","11,750","10,715","101,130"
2021-06-10,"42,930","14,205","49,195","14,000","18,945","12,165","120,265","105,305","12,500","12,830","3,140","3,770","11,750","10,715","101,125"
2021-06-11,"43,245","14,200","49,405","14,005","19,020","12,050","120,085","105,275","12,515","12,935","3,170","3,740","11,700","10,755","101,110"
2021-06-14,"43,225","14,350","49,520","14,095","19,030","12,055","120,355","105,300","12,515","12,660","3,210","3,745","11,760","10,700","101,110"
2021-06-15,"43,325","14,280","49,725","14,095","19,265","11,905","120,430","105,240","12,520","12,695","3,215","3,735","11,765","10,695","101,095"
2021-06-16,"43,590","14,225","49,500","14,130","19,230","11,765","120,515","105,210","12,485","12,640","3,275","3,710","11,765","10,695","101,075"
2021-06-17,"43,340","14,320","49,025","14,235","19,085","11,840","120,495","105,175","12,505","12,320","3,240","3,730","11,900","10,575","101,090"
2021-06-18,"43,470","14,625","49,280","14,220","19,055","11,895","120,865","105,170","12,500","12,125","3,200","3,725","11,905","10,555","101,080"
2021-06-21,"43,050","14,565","48,480","13,825","18,435","11,800","121,210","105,175","12,505","12,065","3,245","3,755","11,950","10,525","101,085"
2021-06-22,"43,345","14,595","49,300","14,025","18,945","11,825","120,745","105,175","12,490","12,090","3,315","3,730","11,925","10,555","101,085"
2021-06-23,"43,570","14,710","49,610","14,015","18,965","11,945","120,860","105,260","12,485","12,085","3,320","3,705","11,965","10,505","101,080"
2021-06-24,"43,735","14,620","49,560","13,890","18,885","11,925","120,685","105,070","12,510","12,065","3,325","3,695","11,955","10,525","101,085"
2021-06-25,"43,955","14,520","49,750","14,030","18,955","12,085","120,325","104,955","12,525","12,070","3,330","3,675","11,865","10,590","101,065"
2021-06-28,"43,910","14,580","49,930","14,000","18,970","12,115","119,980","104,850","12,540","12,110","3,350","3,680","11,900","10,565","101,050"
2021-06-29,"43,740","14,645","49,970","13,855","18,755","12,020","120,195","104,965","12,530","12,055","3,300","3,695","11,885","10,580","101,045"
2021-06-30,"43,895","14,775","50,045","13,950","18,860","12,050","120,400","105,005","12,550","11,940","3,330","3,680","11,865","10,600","101,045"
2021-07-01,"43,640","14,890","50,175","13,865","18,800","12,090","120,435","104,975","12,540","12,070","3,335","3,710","11,930","10,540","101,060"
2021-07-02,"43,585","14,950","50,345","13,855","18,885","11,810","120,345","104,855","12,555","12,065","3,390","3,710","11,945","10,520","101,060"
2021-07-05,"43,790","15,125","50,610","13,840","18,645","11,730","120,515","104,965","12,565","12,120","3,395","3,690","11,915","10,545","101,065"
2021-07-06,"43,990","15,010","50,700","13,810","18,760","11,695","120,710","104,990","12,520","12,260","3,470","3,675","11,900","10,565","101,085"
2021-07-07,"43,715","15,050","50,610","13,745","18,585","11,995","120,895","105,105","12,525","12,235","3,340","3,700","11,985","10,490","101,090"
2021-07-08,"43,260","14,820","50,665","13,760","18,400","11,900","121,345","105,315","12,545","12,205","3,270","3,740","12,040","10,425","101,115"
2021-07-09,"42,800","14,780","50,390","13,530","18,405","11,845","121,105","105,290","12,540","12,205","3,310","3,785","12,090","10,390","101,130"
